PlayerID,LastName,FirstName,Bats,Pitches,Team
allec002,Allen,Cody,R,R,ANA
andej005,Anderson,Justin,L,R,ANA
bardl001,Bard,Luke,R,R,ANA
barrj003,Barria,Jaime,R,R,ANA
bedrc001,Bedrosian,Cam,R,R,ANA
bemba001,Bemboom,Anthony,L,R,ANA
bourj002,Bour,Justin,L,R,ANA
bourp001,Bourjos,Peter,R,R,ANA
buttt001,Buttrey,Ty,L,R,ANA
cahit001,Cahill,Trevor,R,R,ANA
calhk001,Calhoun,Kole,L,L,ANA
canng001,Canning,Griffin,R,R,ANA
colet001,Cole,Taylor,R,R,ANA
cowak001,Cowart,Kaleb,B,R,ANA
cozaz001,Cozart,Zack,R,R,ANA
curtj003,Curtiss,John,R,R,ANA
delpm001,Del Pozo,Miguel,L,L,ANA
fletd002,Fletcher,David,R,R,ANA
frees001,Freeman,Sam,R,L,ANA
garcl005,Garcia,Luis,R,R,ANA
garnd001,Garneau,Dustin,R,R,ANA
goodb001,Goodwin,Brian,L,R,ANA
harvm001,Harvey,Matt,R,R,ANA
heana001,Heaney,Andrew,L,L,ANA
hermm001,Hermosillo,Michael,R,R,ANA
jewej001,Jewell,Jake,R,R,ANA
lastt001,La Stella,Tommy,L,R,ANA
lucrj001,Lucroy,Jonathan,R,R,ANA
mejia001,Mejia,Adalberto,R,L,ANA
middk001,Middleton,Keynan,R,R,ANA
ohtas001,Ohtani,Shohei,L,R,ANA
parkj002,Parker,Jarrett,L,L,ANA
penaf002,Pena,Felix,R,R,ANA
peted001,Peters,Dillon,L,L,ANA
puelc001,Puello,Cesar,R,R,ANA
pujoa001,Pujols,Albert,R,R,ANA
ramij002,Ramirez,J.C.,R,R,ANA
ramin002,Ramirez,Noe,R,R,ANA
ramsm003,Ramsey,Matt,R,R,ANA
rengl001,Rengifo,Luis,B,R,ANA
roblh001,Robles,Hansel,R,R,ANA
rodrj006,Rodriguez,Jose,R,R,ANA
sandp002,Sandoval,Patrick,L,L,ANA
simma001,Simmons,Andrelton,R,R,ANA
skagt001,Skaggs,Tyler,L,L,ANA
smitk002,Smith,Kevan,R,R,ANA
stasm001,Stassi,Max,R,R,ANA
strac001,Stratton,Chris,R,R,ANA
suarj001,Suarez,Jose,L,L,ANA
thaim001,Thaiss,Matt,L,R,ANA
tovaw001,Tovar,Wilfredo,R,R,ANA
tropn001,Tropeano,Nick,R,R,ANA
troum001,Trout,Mike,R,R,ANA
uptoj001,Upton,Justin,R,R,ANA
walsj001,Walsh,Jared,L,L,ANA
wardt002,Ward,Taylor,R,R,ANA
wongk002,Wong,Kean,L,R,ANA
ahmen001,Ahmed,Nick,R,R,ARI
almoa001,Almonte,Abraham,B,R,ARI
andrm001,Andriese,Matt,R,R,ARI
avila001,Avila,Alex,L,R,ARI
brada001,Bradley,Archie,R,R,ARI
chafa001,Chafin,Andrew,R,L,ARI
clart003,Clarke,Taylor,R,R,ARI
crics001,Crichton,Stefan,R,R,ARI
cronk001,Cron,Kevin,R,R,ARI
duplj001,Duplantier,Jon,L,R,ARI
dysoj001,Dyson,Jarrod,L,R,ARI
escoe001,Escobar,Eduardo,B,R,ARI
florw001,Flores,Wilmer,R,R,ARI
gallz001,Gallen,Zac,R,R,ARI
ginkk001,Ginkel,Kevin,L,R,ARI
godlz001,Godley,Zack,R,R,ARI
greiz001,Greinke,Zack,R,R,ARI
hiray001,Hirano,Yoshihisa,R,R,ARI
hollg001,Holland,Greg,R,R,ARI
jonea003,Jones,Adam,R,R,ARI
josec002,Joseph,Caleb,R,R,ARI
kellc002,Kelly,Carson,R,R,ARI
kellm002,Kelly,Merrill,R,R,ARI
kochm001,Koch,Matt,L,R,ARI
lambj001,Lamb,Jake,L,R,ARI
leakm001,Leake,Mike,R,R,ARI
leybd001,Leyba,Domingo,B,R,ARI
locat001,Locastro,Tim,R,R,ARI
lopey001,Lopez,Yoan,R,R,ARI
martk001,Marte,Ketel,B,R,ARI
mcfat001,McFarland,T.J.,L,L,ARI
murpj001,Murphy,John Ryan,R,R,ARI
robed004,Robertson,Daniel,R,R,TBA
payaj001,Payamps,Joel,R,R,ARI
perad001,Peralta,David,L,L,ARI
ray-r002,Ray,Robbie,L,L,ARI
rojaj001,Rojas,Josh,L,R,ARI
scotr001,Scott,Robby,B,L,ARI
sherj001,Sherfy,Jimmie,R,R,ARI
swihb001,Swihart,Blake,B,R,ARI
tomay001,Tomas,Yasmany,R,R,ARI
vargi001,Vargas,Ildemaro,B,R,ARI
walkc002,Walker,Christian,R,R,ARI
walkt004,Walker,Taijuan,R,R,ARI
weavl001,Weaver,Luke,R,R,ARI
youna002,Young,Alex,L,L,ARI
acunr001,Acuna,Ronald,R,R,ATL
albio001,Albies,Ozzie,B,R,ATL
biddj001,Biddle,Jesse,L,L,ATL
blevj001,Blevins,Jerry,L,L,ATL
camaj001,Camargo,Johan,B,R,ATL
carls002,Carle,Shane,R,R,ATL
cervf001,Cervelli,Francisco,R,R,ATL
culbc001,Culberson,Charlie,R,R,ATL
daytg001,Dayton,Grant,L,L,ATL
donaj001,Donaldson,Josh,R,R,ATL
duvaa001,Duvall,Adam,R,R,ATL
flowt001,Flowers,Tyler,R,R,ATL
foltm001,Foltynewicz,Mike,R,R,ATL
freef001,Freeman,Freddie,L,R,ATL
friem001,Fried,Max,L,L,ATL
gausk001,Gausman,Kevin,L,R,ATL
grees005,Greene,Shane,R,R,ATL
hamib001,Hamilton,Billy,B,R,ATL
hecha001,Hechavarria,Adeiny,R,R,ATL
incie001,Inciarte,Ender,L,L,ATL
jacka002,Jackson,Alex,R,R,ATL
jackl001,Jackson,Luke,R,R,ATL
joycm001,Joyce,Matt,L,R,ATL
keucd001,Keuchel,Dallas,L,L,ATL
markn001,Markakis,Nick,L,L,ATL
martc007,Martin,Chris,R,R,ATL
mccab002,McCann,Brian,L,R,ATL
melam001,Melancon,Mark,R,R,ATL
minta001,Minter,A.J.,L,L,ATL
murpj001,Murphy,John Ryan,R,R,ATL
newcs001,Newcomb,Sean,L,L,ATL
odayd001,O'Day,Darren,R,R,ATL
orter001,Ortega,Rafael,L,R,ATL
parsw001,Parsons,Wes,R,R,ATL
rilea001,Riley,Austin,R,R,ATL
soboc001,Sobotka,Chad,R,R,ATL
sorom001,Soroka,Mike,R,R,ATL
swand001,Swanson,Dansby,R,R,ATL
swara001,Swarzak,Anthony,R,R,ATL
tehej001,Teheran,Julio,R,R,ATL
tomlj001,Tomlin,Josh,R,R,ATL
toust001,Toussaint,Touki,R,R,ATL
ventj001,Venters,Jonny,L,L,ATL
vizca001,Vizcaino,Arodys,R,R,ATL
walkj002,Walker,Jeremy,R,R,ATL
webbj002,Webb,Jacob,R,R,ATL
wilsb003,Wilson,Bryse,R,R,ATL
winkd001,Winkler,Daniel,R,R,ATL
wrigk001,Wright,Kyle,R,R,ATL
ynoah001,Ynoa,Huascar,R,R,ATL
albeh001,Alberto,Hanser,R,R,BAL
araup001,Araujo,Pedro,R,R,BAL
armss001,Armstrong,Shawn,R,R,BAL
blact002,Blach,Ty,R,L,BAL
bleir001,Bleier,Richard,L,L,BAL
brooa001,Brooks,Aaron,R,R,BAL
broxk001,Broxton,Keon,R,R,BAL
bundd001,Bundy,Dylan,B,R,BAL
casha001,Cashner,Andrew,R,R,BAL
castm002,Castro,Miguel,R,R,BAL
cobba001,Cobb,Alex,R,R,BAL
davic003,Davis,Chris,L,R,BAL
eader001,Eades,Ryan,R,R,BAL
eshet001,Eshelman,Tom,R,R,BAL
fry-p001,Fry,Paul,L,L,BAL
gilms001,Gilmartin,Sean,L,L,BAL
givem001,Givens,Mychal,R,R,BAL
harvh001,Harvey,Hunter,R,R,BAL
haysa001,Hays,Austin,R,R,BAL
hessd001,Hess,David,R,R,BAL
jackd004,Jackson,Drew,R,R,BAL
karnn001,Karns,Nate,R,R,BAL
klinb001,Kline,Branden,R,R,BAL
lucaj001,Lucas,Josh,R,R,BAL
manct001,Mancini,Trey,R,R,BAL
martr006,Martin,Richie,R,R,BAL
meanj001,Means,John,L,L,BAL
mullc002,Mullins,Cedric,B,L,BAL
nuner001,Nunez,Renato,R,R,BAL
ortil002,Ortiz,Luis,R,R,BAL
petej002,Peterson,Jace,L,R,BAL
